year	sex	occupation	people	score	sei
1920	1	Miner	1026107	24	10
1920	1	Model Maker	29867	34	44
1920	1	Molder	131574	28	12
1920	1	Motion Picture Projectionist	10089	34	43
1920	1	Motorman	67514	30	19
1920	1	Musician / Music Teacher	50958	20	52
1920	1	Newsboy	32389	3	27
1920	1	Nurse	8785	12	40
1920	1	Nutritionist	101	20	39
1920	1	Office Machine Operator	1917	23	45
1920	1	Oiler / Greaser	26540	28	15
1920	1	Operative	1963909	23	18
1920	1	Optician / Lens Grinder	11710	30	39
1920	1	Optometrist	3430	42	79
1920	1	Osteopath	2825	60	96
1920	1	Painter	331975	25	17
1920	1	Paperhanger	18656	15	10
1920	1	Parking Attendant	3532	19	19
1920	1	Pharmacist	69519	40	82
1920	1	Photo Developer	2422	23	42
1920	1	Photographer	23116	27	50
1920	1	Physician / Surgeon	130056	80	92
1920	1	Piano / Organ Tuner	6860	24	38
1920	1	Pilot	806	52	79
1920	1	Plasterer	38442	29	25
1920	1	Plumber	216042	33	34
1920	1	Policeman / Detective	92029	32	39
1920	1	Porter	111610	18	4
1920	1	Postmaster	16751	29	60
1920	1	Power Station Operator	4036	36	50
1920	1	Pressman	23918	38	49
1920	1	Produce Grader	5048	12	10
1920	1	Professional - Misc	9086	33	65
1920	1	Professor	17960	41	84
1920	1	Professor - Agriculture 	303	41	84
1920	1	Professor - Chemistry	404	41	84
1920	1	Professor - Engineering	705	41	84
1920	1	Professor - Mathematics	202	41	84
1920	1	Professor - Medical	403	41	84
1920	1	Professor - Physics	202	41	84
1920	1	Professor - Science	101	41	84
1920	1	Professor - Social Science 	505	41	84
1920	1	Public Officials	50743	36	66
1920	1	Purchasing Agent	15744	42	77
1920	1	Radio Operator	2825	39	69
1920	1	Railroad Brakeman	121299	36	42
1920	1	Railroad Conductor	82636	43	58
1920	1	Railroad Switchman	68425	36	44
1920	1	Real Estate Agent	120301	35	62
1920	1	Recreation Attendant	7368	8	19
1920	1	Religious Worker	6861	15	56
1920	1	Retired	143179	0	0
1920	1	Road Machinery Operator	10292	31	24
1920	1	Roller	26233	30	22
1920	1	Roofer	11707	23	15
1920	1	Sailor	52981	23	16
1920	1	Salesman	1178007	24	47
1920	1	Sawyer	39246	17	5
1920	1	Scientist	303	41	80
1920	1	Scientist - Agriculture	404	41	80
1920	1	Scientist - Biology	1109	41	80
1920	1	Scientist - Geology	2014	41	80
1920	1	Scientist - Physics	202	41	80
1920	1	Scientist - Social	302	39	81
1920	1	Secretary	62172	22	61
1920	1	Security Guard	127651	25	18
1920	1	Service Attendant	5246	13	26
1920	1	Service Worker	61340	11	11
1920	1	Serviceman	57005	33	49
1920	1	Sheriff / Bailiff	9679	30	34
1920	1	Ship Officers	43997	42	54
1920	1	Shipping and Receiving	122796	26	22
1920	1	Shoemaker	69127	20	12
1920	1	Social Worker	9488	27	66
1920	1	Sports Instructor / Official	8069	32	64
1920	1	Stationary Engineer	206553	36	47
1920	1	Statistician / Actuary	2018	39	81
1920	1	Stock Broker	16956	40	73
1920	1	Stone Cutter	21792	28	25
1920	1	Street Car Conductor	59636	33	30
1920	1	Surveyor	9684	28	48
1920	1	Tailor	175990	26	23
1920	1	Taxi Cab Driver / Chauffeur	163471	22	10
1920	1	Teacher	120384	27	72
1920	1	Teamster	288481	15	8
1920	1	Technician	1212	33	62
1920	1	Technician - Medical / Dental	3530	25	48
1920	1	Technician - Testing	4946	30	53
1920	1	Telegraph Messenger	8784	12	22
1920	1	Telegraph Operator	63275	32	47
1920	1	Telephone Operator	11407	21	45
1920	1	Temperer	3735	31	22
1920	1	Textile Spinner	31896	18	5
1920	1	Therapist	3127	26	58
1920	1	Ticket Agent	51963	35	60
1920	1	Tool Maker	61051	37	50
1920	1	Truck / Tractor Driver	296383	25	15
1920	1	Typesetter	138562	36	52
1920	1	Union Official	8777	40	58
1920	1	Upholsterer	21188	26	22
1920	1	Usher	2317	4	25
1920	1	Veterinarian	14934	42	78
1920	1	Waiter / Waitress	109513	11	16
1920	1	Weaver	102615	23	6
1920	1	Welder	25637	31	24
1920	2	Accountant / Auditor	15746	19	39
1920	2	Actor	11001	29	60
1920	2	Advertising Agent	1414	35	66
1920	2	Agent	3632	36	68
1920	2	Apprentice	3428	20	35
1920	2	Apprentice - Machinist	101	24	41
1920	2	Apprentice - Printing	303	23	40
1920	2	Architect	100	54	90
1920	2	Artist / Art Teacher	13929	31	67
1920	2	Author	2924	33	76
1920	2	Baggageman	101	30	25
1920	2	Baker	4643	28	22
1920	2	Bank Teller	2222	26	52
1920	2	Barber / Beautician	32802	19	17
1920	2	Bartender	101	25	19
1920	2	Bill Collector	3228	26	39
1920	2	Blacksmith	707	25	16
1920	2	Boarding House Keeper	110201	7	30
1920	2	Boilermaker	202	34	39
1920	2	Bookbinder	11707	25	33
1920	2	Bookkeeper	283872	22	51
1920	2	Bootblack	201	14	8
1920	2	Building Manager	6156	20	32
1920	2	Bus Driver	201	30	24
1920	2	Buyer - Farm	403	26	33
1920	2	Buyer - Store	7972	42	72
1920	2	Cabinet Maker	504	26	23
1920	2	Car Washer	101	16	8
1920	2	Carpenter	3129	24	19
1920	2	Cashier	57119	18	44
1920	2	Charwoman	18771	14	10
1920	2	Chemist	1414	40	79
1920	2	Chiropractor	1717	32	75
1920	2	Clergyman	2424	24	52
1920	2	Clerical Worker	417539	25	44
1920	2	College President / Dean	404	41	84
1920	2	Constable	202	24	21
1920	2	Cook	73046	16	15
1920	2	Counter Worker	1313	13	17
1920	2	Craftsman	1110	32	32
1920	2	Cranemen / Hoistmen	202	31	21
1920	2	Creditor	403	37	74
1920	2	Crossing Guard / Toll Collector	202	26	17
1920	2	Dancer / Dance Teacher	2825	16	45
1920	2	Decorator	705	25	40
1920	2	Delivery Man	1211	27	32
1920	2	Demonstrator	2422	12	35
1920	2	Dentist	807	63	96
1920	2	Designer	5448	38	73
1920	2	Disabled	3534	0	0
1920	2	Dispatcher	202	31	40
1920	2	Doctor Office Attendant	11105	16	38
1920	2	Draftsman	1514	34	67
1920	2	Dressmaker / Seamstress	281139	12	23
1920	2	Dyer	1110	25	12
1920	2	Economist	100	39	81
1920	2	Editor / Reporter	5750	39	82
1920	2	Electrician	2017	34	44
1920	2	Electrotyper	101	47	55
1920	2	Elevator Operator	6156	20	10
1920	2	Engineer	101	49	87
1920	2	Engineer - Electrical	202	46	84
1920	2	Engraver	606	33	47
1920	2	Entertainer	403	20	31
1920	2	Farm Advisor	202	36	83
1920	2	Farm Foreman	1211	23	20
1920	2	Farm Laborer	819956	11	15
1920	2	Farm Manager	14731	24	36
1920	2	Farmer	274294	14	14
1920	2	Fireman	606	31	27
1920	2	Fisherman	404	16	10
1920	2	Floor Manager	1414	26	50
1920	2	Foremen	39854	38	49
1920	2	Forgemen	303	32	23
1920	2	Funeral Director	806	31	59
1920	2	Furnaceman	202	29	18
1920	2	Furrier	1514	32	39
1920	2	Gardener / Groundskeeper	909	17	11
1920	2	Glazier	202	28	26
1920	2	Hospital Attendant	11104	16	13
1920	2	Household Worker	1476973	9	17
1920	2	Huckster	1514	13	8
1920	2	Human Resources	200	43	84
1920	2	Inmate	17355	0	0
1920	2	Inspector	4742	32	42
1920	2	Insurance Agent	5653	36	66
1920	2	Janitor	21601	19	9
1920	2	Jeweler	2624	27	36
1920	2	Laborer	206999	20	8
1920	2	Laundry / Dry Cleaning	99415	15	15
1920	2	Lawyer / Judge	1110	62	93
1920	2	Librarian	12916	22	60
1920	2	Library Attendant	3028	13	44
1920	2	Lithographer	404	47	64
1920	2	Locomotive Engineer	403	46	58
1920	2	Longshoreman	505	25	11
1920	2	Lumberman	1109	12	4
1920	2	Machinist	6660	32	33
1920	2	Mail Carrier	908	34	53
1920	2	Manager / Owner	150882	42	68
1920	2	Mason	504	29	27
1920	2	Meat Cutter	1312	29	29
1920	2	Mechanic	1312	30	27
1920	2	Mechanic - Automobile	707	27	19
1920	2	Mechanic - Railroad	101	32	23
1920	2	Messenger	10900	27	48
1920	2	Metal Filer	3024	30	22
1920	2	Metal Worker	605	33	34
1920	2	Midwife	4740	5	37
1920	2	Military	906	11	18
1920	2	Miller	403	25	19
1920	2	Milliner	64274	19	46
1920	2	Millwright	303	34	31
1920	2	Miner	4137	24	10
1920	2	Model Maker	202	34	44
1920	2	Molder	404	28	12
1920	2	Motion Picture Projectionist	202	34	43
1920	2	Motorman	303	34	34
1920	2	Musician / Music Teacher	71438	20	52
1920	2	Newsboy	606	3	27
1920	2	Nurse	256231	12	40
1920	2	Nutritionist	1514	20	39
1920	2	Office Machine Operator	13621	23	45
1920	2	Oiler / Greaser	302	28	15
1920	2	Operative	1107472	23	18
1920	2	Optician / Lens Grinder	907	30	39
1920	2	Osteopath	909	60	96
1920	2	Painter	6659	25	17
1920	2	Paperhanger	707	15	10
1920	2	Parking Attendant	202	19	19
1920	2	Pharmacist	2825	40	82
1920	2	Photo Developer	4341	23	42
1920	2	Photographer	4842	27	50
1920	2	Physician / Surgeon	5555	80	92
1920	2	Plasterer	101	29	25
1920	2	Plumber	604	33	34
1920	2	Policeman / Detective	1107	32	39
1920	2	Porter	1413	18	4
1920	2	Postmaster	13418	29	60
1920	2	Power Station Operator	101	36	50
1920	2	Pressman	706	38	49
1920	2	Produce Grader	4032	12	10
1920	2	Professional - Misc	3129	33	65
1920	2	Professor	8881	41	84
1920	2	Professor - Medical	101	41	84
1920	2	Professor - Social Science 	101	41	84
1920	2	Psychologist	100	39	81
1920	2	Public Officials	4844	36	66
1920	2	Purchasing Agent	807	42	77
1920	2	Radio Operator	202	39	69
1920	2	Railroad Brakeman	302	36	42
1920	2	Railroad Conductor	202	43	58
1920	2	Railroad Switchman	301	36	44
1920	2	Real Estate Agent	4338	35	62
1920	2	Recreation Attendant	201	8	19
1920	2	Religious Worker	26133	15	56
1920	2	Retired	10593	0	0
1920	2	Road Machinery Operator	404	31	24
1920	2	Roller	201	30	22
1920	2	Sailor	404	23	16
1920	2	Salesman	504441	24	47
1920	2	Sawyer	303	17	5
1920	2	Scientist - Agriculture	101	41	80
1920	2	Scientist - Biology	707	41	80
1920	2	Scientist - Geology	101	41	80
1920	2	Secretary	606354	22	61
1920	2	Security Guard	1412	25	18
1920	2	Service Attendant	7167	13	26
1920	2	Service Worker	110919	11	11
1920	2	Serviceman	909	33	49
1920	2	Sheriff / Bailiff	201	30	34
1920	2	Ship Officers	202	42	54
1920	2	Shipping and Receiving	5047	26	22
1920	2	Shoemaker	3331	20	12
1920	2	Social Worker	10699	27	66
1920	2	Sports Instructor / Official	1614	32	64
1920	2	Stationary Engineer	404	36	47
1920	2	Statistician / Actuary	605	39	81
1920	2	Stock Broker	403	40	73
1920	2	Stone Cutter	202	28	25
1920	2	Street Car Conductor	202	33	30
1920	2	Tailor	37442	26	23
1920	2	Taxi Cab Driver / Chauffeur	1110	22	10
1920	2	Teacher	619195	27	72
1920	2	Teamster	1616	15	8
1920	2	Technician	100	33	62
1920	2	Technician - Medical / Dental	1311	25	48
1920	2	Technician - Testing	2018	30	53
1920	2	Telegraph Messenger	303	12	22
1920	2	Telegraph Operator	15944	32	47
1920	2	Telephone Operator	179937	21	45
1920	2	Textile Spinner	55605	18	5
1920	2	Therapist	3231	26	58
1920	2	Ticket Agent	1716	35	60
1920	2	Tool Maker	303	37	50
1920	2	Truck / Tractor Driver	2120	25	15
1920	2	Typesetter	11095	36	52
1920	2	Union Official	1615	40	58
1920	2	Upholsterer	808	26	22
1920	2	Usher	2925	4	25
1920	2	Veterinarian	202	42	78
1920	2	Waiter / Waitress	104857	11	16
1920	2	Weaver	87387	23	6
1920	2	Welder	606	31	24
1930	1	Accountant / Auditor	181482	38	78
1930	1	Actor	28815	29	60
1930	1	Advertising Agent	37913	35	66
1930	1	Agent	54081	36	68
1930	1	Apprentice	17699	20	35
1930	1	Apprentice - Auto Mechanic	506	18	25
1930	1	Apprentice - Bricklayer	2021	25	32
1930	1	Apprentice - Carpenter	2527	20	31
1930	1	Apprentice - Construction	1515	21	29
1930	1	Apprentice - Electrician	1517	25	37
1930	1	Apprentice - Machinist	7077	24	41
1930	1	Apprentice - Mechanic	1011	25	34
1930	1	Apprentice - Metal Working	6067	23	33
1930	1	Apprentice - Plumber	6571	25	33
1930	1	Apprentice - Printing	9605	23	40
1930	1	Architect	18200	54	90
1930	1	Artist / Art Teacher	34876	31	67
1930	1	Athlete	7579	23	52
1930	1	Auctioneer	5053	30	40
1930	1	Author	7581	33	76
1930	1	Baggageman	7582	30	25
1930	1	Baker	123866	28	22
1930	1	Bank Teller	33870	26	52
1930	1	Barber / Beautician	275008	19	17
1930	1	Bartender	1516	25	19
1930	1	Bill Collector	36399	26	39
1930	1	Blacksmith	117282	25	16
1930	1	Blaster	1011	26	11
1930	1	Boarding House Keeper	10617	7	30
1930	1	Boatman	5561	30	24
1930	1	Boilermaker	55615	34	39
1930	1	Bookbinder	11625	25	33
1930	1	Bookkeeper	234070	22	51
1930	1	Bootblack	20226	14	8
1930	1	Building Manager	29320	20	32
1930	1	Bus Driver	39423	30	24
1930	1	Buyer - Farm	51566	26	33
1930	1	Buyer - Store	42965	42	72
1930	1	Cabinet Maker	61678	26	23
1930	1	Car Washer	69245	16	8
1930	1	Carpenter	852292	24	19
1930	1	Cashier	32354	18	44
1930	1	Cement / Concrete Finisher	20726	27	19
1930	1	Chainman	3536	19	25
1930	1	Charwoman	24774	14	10
1930	1	Chemist	37922	40	79
1930	1	Chiropractor	9605	32	75
1930	1	Clergyman	136996	24	52
1930	1	Clerical Worker	1078763	25	44
1930	1	College President / Dean	1011	41	84
1930	1	Constable	9099	24	21
1930	1	Cook	170873	16	15
1930	1	Counter Worker	16175	13	17
1930	1	Craftsman	49544	32	32
1930	1	Cranemen / Hoistmen	51565	31	21
1930	1	Creditor	18198	37	74
1930	1	Crossing Guard / Toll Collector	10114	26	17
1930	1	Dancer / Dance Teacher	2021	16	45
1930	1	Decorator	20224	25	40
1930	1	Delivery Man	236570	27	32
1930	1	Demonstrator	1012	12	35
1930	1	Dentist	69763	63	96
1930	1	Designer	11122	38	73
1930	1	Disabled	15166	0	0
1930	1	Dispatcher	2529	31	40
1930	1	Draftsman	80877	34	67
1930	1	Dressmaker / Seamstress	5053	12	23
1930	1	Dyer	21242	25	12
1930	1	Economist	1011	39	81
1930	1	Editor / Reporter	49037	39	82
1930	1	Electrician	257818	34	44
1930	1	Electrotyper	9099	47	55
1930	1	Elevator Operator	71278	20	10
1930	1	Engineer	12636	49	87
1930	1	Engineer - Aeuronautical	3035	48	87
1930	1	Engineer - Chemical	7075	49	90
1930	1	Engineer - Civil	85930	46	84
1930	1	Engineer - Electrical	54095	46	84
1930	1	Engineer - Industrial	7078	45	86
1930	1	Engineer - Mechanical	43477	46	82
1930	1	Engineer - Metallurgical	3538	46	82
1930	1	Engineer - Mining	8091	48	85
1930	1	Engraver	13141	33	47
1930	1	Entertainer	9609	20	31
1930	1	Farm Advisor	4549	36	83
1930	1	Farm Foreman	20723	23	20
1930	1	Farm Laborer	3489124	11	15
1930	1	Farm Manager	44993	24	36
1930	1	Farmer	5791250	14	14
1930	1	Fireman	196150	31	27
1930	1	Fisherman	67234	16	10
1930	1	Floor Manager	3034	26	50
1930	1	Foremen	519696	38	49
1930	1	Forgemen	6069	32	23
1930	1	Forrester	12134	29	48
1930	1	Funeral Director	32352	31	59
1930	1	Furnaceman	19715	29	18
1930	1	Furrier	10616	32	39
1930	1	Gardener / Groundskeeper	124869	17	11
1930	1	Glazier	9101	28	26
1930	1	Hospital Attendant	24262	16	13
1930	1	Household Worker	108678	9	17
1930	1	Huckster	52579	13	8
1930	1	Human Resources	2022	43	84
1930	1	Inmate	64714	0	0
1930	1	Inspector	123842	32	42
1930	1	Insulation Worker	1517	32	32
1930	1	Insurance Agent	259333	36	66
1930	1	Janitor	253254	19	9
1930	1	Jeweler	31341	27	36
1930	1	Job Setter	6571	34	28
1930	1	Laborer	4421845	20	8
1930	1	Laundry / Dry Cleaning	95031	15	15
1930	1	Lawyer / Judge	158729	62	93
1930	1	Librarian	2022	22	60
1930	1	Lithographer	14663	47	64
1930	1	Locomotive Engineer	114256	46	58
1930	1	Locomotive Fireman	64215	37	45
1930	1	Longshoreman	63693	25	11
1930	1	Loom Fixer	18704	29	10
1930	1	Lumberman	147613	12	4
1930	1	Machinist	655648	32	33
1930	1	Mail Carrier	111722	34	53
1930	1	Manager / Owner	2864304	42	68
1930	1	Mason	164810	29	27
1930	1	Mathematician	505	41	80
1930	1	Meat Cutter	131935	29	29
1930	1	Mechanic	211814	30	27
1930	1	Mechanic - Airplane	9603	34	48
1930	1	Mechanic - Automobile	434751	27	19
1930	1	Mechanic - Office Machines	6070	28	36
1930	1	Mechanic - Radio / Television	26789	25	36
1930	1	Mechanic - Railroad	50037	32	23
1930	1	Messenger	122857	27	48
1930	1	Metal Filer	84931	30	22
1930	1	Metal Heater	13143	32	29
1930	1	Metal Worker	126889	33	34
1930	1	Military	108692	11	18
1930	1	Miller	13648	25	19
1930	1	Milliner	3034	19	46
1930	1	Millwright	53577	34	31
1930	1	Miner	758812	24	10
1930	1	Model Maker	29314	34	44
1930	1	Molder	104648	28	12
1930	1	Motion Picture Projectionist	18705	34	43
1930	1	Motorman	76336	30	19
1930	1	Musician / Music Teacher	89981	20	52
1930	1	Newsboy	32860	3	27
1930	1	Nurse	4041	16	34
1930	1	Office Machine Operator	6071	23	45
1930	1	Oiler / Greaser	29825	28	15
1930	1	Operative	2144940	23	18
1930	1	Optician / Lens Grinder	8087	30	39
1930	1	Optometrist	10106	42	79
1930	1	Osteopath	4045	60	96
1930	1	Painter	554055	25	17
1930	1	Paperhanger	33868	15	10
1930	1	Parking Attendant	76845	19	19
1930	1	Pharmacist	89469	40	82
1930	1	Photo Developer	8590	23	42
1930	1	Photographer	27300	27	50
1930	1	Physician / Surgeon	139517	80	92
1930	1	Piano / Organ Tuner	12135	24	38
1930	1	Pilot	6571	52	79
1930	1	Plasterer	77840	29	25
1930	1	Plumber	249220	33	34
1930	1	Policeman / Detective	141547	32	39
1930	1	Porter	159765	18	4
1930	1	Postmaster	18192	29	60
1930	1	Power Station Operator	7583	36	50
1930	1	Pressman	34884	38	49
1930	1	Produce Grader	4549	12	10
1930	1	Professional - Misc	31847	33	65
1930	1	Professor	31851	41	84
1930	1	Professor - Economics	505	41	84
1930	1	Professor - Medical	1012	41	84
1930	1	Professor - Social Science 	1011	41	84
1930	1	Public Officials	54094	36	66
1930	1	Purchasing Agent	21742	42	77
1930	1	Radio Operator	5059	39	69
1930	1	Railroad Brakeman	87963	36	42
1930	1	Railroad Conductor	80889	43	58
1930	1	Railroad Switchman	68251	36	44
1930	1	Real Estate Agent	164288	35	62
1930	1	Recreation Attendant	21230	8	19
1930	1	Religious Worker	9100	15	56
1930	1	Retired	199186	0	0
1930	1	Road Machinery Operator	22751	31	24
1930	1	Roller	41952	30	22
1930	1	Roofer	30332	23	15
1930	1	Sailor	44992	23	16
1930	1	Salesman	1830029	24	47
1930	1	Sawyer	41453	17	5
1930	1	Scientist	1518	41	80
1930	1	Scientist - Agriculture	3032	41	80
1930	1	Scientist - Biology	3036	41	80
1930	1	Scientist - Geology	1515	41	80
1930	1	Scientist - Physics	1011	41	80
1930	1	Scientist - Social	505	39	81
1930	1	Secretary	92012	22	61
1930	1	Security Guard	150635	25	18
1930	1	Service Attendant	5054	13	26
1930	1	Service Worker	95556	11	11
1930	1	Serviceman	103125	33	49
1930	1	Sheriff / Bailiff	18197	30	34
1930	1	Ship Officers	36906	42	54
1930	1	Shipping and Receiving	172885	26	22
1930	1	Shoemaker	64211	20	12
1930	1	Social Worker	12641	27	66
1930	1	Sports Instructor / Official	20225	32	64
1930	1	Stationary Engineer	208276	36	47
1930	1	Statistician / Actuary	3537	39	81
1930	1	Stock Broker	41456	40	73
1930	1	Stone Cutter	21734	28	25
1930	1	Street Car Conductor	39428	33	30
1930	1	Surveyor	14157	28	48
1930	1	Tailor	165822	26	23
1930	1	Taxi Cab Driver / Chauffeur	245170	22	10
1930	1	Teacher	189588	27	72
1930	1	Teamster	106152	15	8
1930	1	Technician	2023	33	62
1930	1	Technician - Medical / Dental	10614	25	48
1930	1	Technician - Testing	9603	30	53
1930	1	Telegraph Messenger	12129	12	22
1930	1	Telegraph Operator	55610	32	47
1930	1	Telephone Operator	13651	21	45
1930	1	Temperer	3033	31	22
1930	1	Textile Spinner	32354	18	5
1930	1	Therapist	6069	26	58
1930	1	Ticket Agent	55611	35	60
1930	1	Tool Maker	101109	37	50
1930	1	Truck / Tractor Driver	752249	25	15
1930	1	Typesetter	200197	36	52
1930	1	Union Official	8593	40	58
1930	1	Upholsterer	39935	26	22
1930	1	Usher	7078	4	25
1930	1	Veterinarian	12131	42	78
1930	1	Waiter / Waitress	154184	11	16
1930	1	Weaver	96063	23	6
1930	1	Welder	61167	31	24
1930	2	Accountant / Auditor	14657	38	78
1930	2	Actor	19210	29	60
1930	2	Advertising Agent	4043	35	66
1930	2	Agent	5562	36	68
1930	2	Apprentice	1517	20	35
1930	2	Apprentice - Auto Mechanic	506	18	25
1930	2	Apprentice - Printing	505	23	40
1930	2	Artist / Art Teacher	20220	31	67
1930	2	Author	5055	33	76
1930	2	Baker	10112	28	22
1930	2	Bank Teller	6067	26	52
1930	2	Barber / Beautician	118798	19	17
1930	2	Bill Collector	3538	26	39
1930	2	Boarding House Keeper	81890	7	30
1930	2	Bookbinder	8599	25	33
1930	2	Bookkeeper	385193	22	51
1930	2	Building Manager	25781	20	32
1930	2	Buyer - Farm	506	26	33
1930	2	Buyer - Store	10614	42	72
1930	2	Cabinet Maker	506	26	23
1930	2	Car Washer	506	16	8
1930	2	Carpenter	506	24	19
1930	2	Cashier	79874	18	44
1930	2	Charwoman	29825	14	10
1930	2	Chemist	505	40	79
1930	2	Chiropractor	1011	32	75
1930	2	Clergyman	2529	24	52
1930	2	Clerical Worker	494402	25	44
1930	2	Cook	104637	16	15
1930	2	Counter Worker	7082	13	17
1930	2	Craftsman	1011	32	32
1930	2	Creditor	2529	37	74
1930	2	Dancer / Dance Teacher	11122	16	45
1930	2	Decorator	4548	25	40
1930	2	Delivery Man	2528	27	32
1930	2	Demonstrator	2527	12	35
1930	2	Dentist	2528	63	96
1930	2	Designer	11126	38	73
1930	2	Disabled	505	0	0
1930	2	Doctor Office Attendant	28308	16	38
1930	2	Draftsman	3540	34	67
1930	2	Dressmaker / Seamstress	184030	12	23
1930	2	Editor / Reporter	12637	39	82
1930	2	Electrotyper	505	47	55
1930	2	Elevator Operator	13143	20	10
1930	2	Engraver	3035	33	47
1930	2	Entertainer	1518	20	31
1930	2	Farm Advisor	505	36	83
1930	2	Farm Foreman	1518	23	20
1930	2	Farm Laborer	654160	7	12
1930	2	Farm Manager	15166	24	36
1930	2	Farmer	246702	14	14
1930	2	Fireman	1516	31	27
1930	2	Floor Manager	505	26	50
1930	2	Foremen	41959	38	49
1930	2	Funeral Director	1011	31	59
1930	2	Furrier	1010	32	39
1930	2	Gardener / Groundskeeper	1011	17	11
1930	2	Hospital Attendant	10616	16	13
1930	2	Household Worker	1947276	9	17
1930	2	Huckster	3540	13	8
1930	2	Human Resources	505	43	84
1930	2	Inmate	40948	0	0
1930	2	Inspector	4041	35	52
1930	2	Insurance Agent	15160	36	66
1930	2	Janitor	24772	19	9
1930	2	Jeweler	2024	27	36
1930	2	Laborer	202730	20	8
1930	2	Laundry / Dry Cleaning	187559	15	15
1930	2	Lawyer / Judge	2529	62	93
1930	2	Librarian	29830	22	60
1930	2	Library Attendant	1518	13	44
1930	2	Lithographer	506	47	64
1930	2	Locomotive Engineer	506	46	58
1930	2	Loom Fixer	505	29	10
1930	2	Lumberman	1010	12	4
1930	2	Machinist	8597	32	33
1930	2	Mail Carrier	506	34	53
1930	2	Manager / Owner	219900	42	68
1930	2	Mason	505	29	27
1930	2	Meat Cutter	1010	29	29
1930	2	Mechanic	2021	30	27
1930	2	Mechanic - Airplane	506	34	48
1930	2	Mechanic - Automobile	1517	27	19
1930	2	Messenger	9605	27	48
1930	2	Metal Filer	3539	30	22
1930	2	Metal Heater	505	32	29
1930	2	Metal Worker	505	32	33
1930	2	Midwife	3539	5	37
1930	2	Milliner	33868	19	46
1930	2	Millwright	1011	34	31
1930	2	Miner	2022	24	10
1930	2	Molder	506	28	12
1930	2	Musician / Music Teacher	76841	20	52
1930	2	Nurse	388747	12	40
1930	2	Nutritionist	4552	20	39
1930	2	Office Machine Operator	38412	23	45
1930	2	Operative	1268895	23	18
1930	2	Optician / Lens Grinder	505	30	39
1930	2	Optometrist	506	42	79
1930	2	Osteopath	2527	60	96
1930	2	Painter	14158	25	17
1930	2	Paperhanger	505	15	10
1930	2	Parking Attendant	505	19	19
1930	2	Pharmacist	2023	40	82
1930	2	Photo Developer	6572	23	42
1930	2	Photographer	3034	27	50
1930	2	Physician / Surgeon	8593	80	92
